번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부
1912,숙박업,03_11_03_P,3390000,3390000-201-2002-00051,2002-08-01,,1,영업/정상,1,영업,,,,,051 3114788,1726.6,617-808,부산광역시 사상구 괘법동 527-6,부산광역시 사상구 사상로211번길 62 (괘법동),46970,맥스호텔,2024-09-05 11:15,U,2024-09-07 2:40,숙박업 기타,380347.8083,186811.4933,숙박업 기타,7,0,1,6,0,0,1,34,,,,,0,0,N
1913,숙박업,03_11_03_P,3390000,3390000-201-2001-00040,1988-04-09,,1,영업/정상,1,영업,,,,,051 3151628,177.63,617-800,부산광역시 사상구 감전동 107-5번지,부산광역시 사상구 사상로147번길 29 (감전동),46982,파크장,2017-12-26 10:23,I,2018-08-31 23:59,여관업,381008.2869,186121.3742,여관업,4,0,2,4,0,0,0,18,,,,,,,N
1914,숙박업,03_11_03_P,3390000,3390000-201-2002-00014,1978-04-11,,1,영업/정상,1,영업,,,,,051 3023553,188.29,617-823,부산광역시 사상구 모라동 707-13번지,부산광역시 사상구 사상로456번길 8 (모라동),46925,창신,2018-03-29 15:40,I,2018-08-31 23:59,여관업,380945.6193,189128.2644,여관업,2,0,0,0,0,0,0,18,,,,,,,N
1915,숙박업,03_11_03_P,3390000,3390000-201-2003-00012,2003-04-09,,1,영업/정상,1,영업,,,,,051 3177042,1038.1,617-808,부산광역시 사상구 괘법동 526-23번지,부산광역시 사상구 사상로211번길 22 (괘법동),46963,비너스모텔,2018-03-15 17:10,I,2018-08-31 23:59,숙박업 기타,380550.4334,186778.9344,숙박업 기타,7,0,1,6,0,0,1,38,,,,,,,N
1916,숙박업,03_11_03_P,3390000,3390000-201-2005-00003,2005-08-30,,1,영업/정상,1,영업,,,,,051 314 5610,919.4,617-806,부산광역시 사상구 괘법동 272-1,부산광역시 사상구 사상로 224 (괘법동),46964,비치모텔,2023-11-23 13:30,U,2023-11-25 2:40,숙박업 기타,380649.1732,186887.3743,숙박업 기타,11,1,7,10,0,0,0,23,,,,임대,,,N
1917,숙박업,03_11_03_P,3390000,3390000-201-1980-00842,1980-03-27,,1,영업/정상,1,영업,,,,,051 3262165,97.9,617-809,부산광역시 사상구 괘법동 557-6 제일장여관,"부산광역시 사상구 새벽로 206, 제일장여관 (괘법동)",46973,제일장,2022-01-27 13:14,U,2022-01-29 2:40,여관업,380735.9662,186268.2091,여관업,0,0,0,0,0,0,0,15,,,,,,,N
1918,숙박업,03_11_03_P,3390000,3390000-201-1988-00785,1988-03-12,,1,영업/정상,1,영업,,,,,051 3228788,184.88,617-809,부산광역시 사상구 괘법동 581-14,부산광역시 사상구 새벽로202번길 16 (괘법동),46973,산유장,2024-01-03 13:30,U,2024-01-05 2:40,여관업,380787.3536,186207.1902,여관업,4,0,2,4,0,0,0,18,,,,,0,0,N
1919,숙박업,03_11_03_P,3390000,3390000-201-2002-00015,1979-03-13,,1,영업/정상,1,영업,,,,,051 3020597,104.67,617-819,부산광역시 사상구 모라동 651-7번지 행복빌,"부산광역시 사상구 모라로51번길 27, 행복빌 (모라동)",46917,의성장,2018-08-31 9:34,I,2018-08-31 23:59,여관업,380991.2051,189756.6724,여관업,3,0,1,3,0,0,0,18,,,,,,,N
1920,숙박업,03_11_03_P,3390000,3390000-201-2001-00031,1989-09-05,,1,영업/정상,1,영업,,,,,,265.35,617-807,부산광역시 사상구 괘법동 532-46,부산광역시 사상구 광장로37번길 17 (괘법동),46970,세일장,2023-07-24 10:51,U,2023-07-26 2:40,여관업,380405.6736,186745.8921,여관업,4,0,2,4,0,0,0,15,,,,,0,0,N
1921,숙박업,03_11_03_P,3390000,3390000-201-2002-00052,2002-12-31,,1,영업/정상,1,영업,,,,,051 3263579,1379.9,617-808,부산광역시 사상구 괘법동 527-36,부산광역시 사상구 사상로211번길 58 (괘법동),46970,호텔콤마,2023-12-06 16:20,U,2023-12-09 2:40,숙박업 기타,380379.2883,186803.0987,숙박업 기타,7,0,1,6,0,0,0,35,,,,,0,0,N
1922,숙박업,03_11_03_P,3390000,3390000-201-2000-00043,1986-11-05,,1,영업/정상,1,영업,,,,,051 3160204,420.66,617-809,부산광역시 사상구 괘법동 584-9,부산광역시 사상구 사상로161번길 38 (괘법동),46974,비너스모텔,2023-12-18 10:38,U,2023-12-20 2:40,숙박업 기타,380884.1536,186167.9524,숙박업 기타,0,0,0,0,0,0,0,14,,,,,0,0,N
1923,숙박업,03_11_03_P,3390000,3390000-201-1993-00003,1993-08-18,,1,영업/정상,1,영업,,,,,051 3113729,328.8,617-807,부산광역시 사상구 괘법동 536-5,부산광역시 사상구 광장로87번길 35 (괘법동),46968,하트장,2021-10-25 14:26,U,2021-10-27 2:40,여관업,380802.346,186790.438,여관업,4,0,1,4,0,0,0,15,,,,,,,N
1924,숙박업,03_11_03_P,3390000,3390000-201-2001-00042,1988-12-09,,1,영업/정상,1,영업,,,,,051 3130433,303.58,617-800,부산광역시 사상구 감전동 104-47 동경장여관,"부산광역시 사상구 사상로147번길 16, 동경장여관 (감전동)",46982,동경장,2024-12-31 14:32,U,2025-01-03 2:40,여관업,380987.0787,186174.9436,여관업,0,0,2,4,0,0,0,14,,,,,0,0,N
1925,숙박업,03_11_03_P,3390000,3390000-201-2002-00032,1986-03-13,,1,영업/정상,1,영업,,,,,051 3172772,480,617-806,부산광역시 사상구 괘법동 270-16번지,부산광역시 사상구 사상로224번길 23 (괘법동),46964,오아시스장,2018-03-15 17:16,I,2018-08-31 23:59,여관업,380732.2098,186952.0157,여관업,5,0,2,4,0,0,0,18,,,,,,,N
1926,숙박업,03_11_03_P,3390000,3390000-201-2003-00024,2003-09-08,,1,영업/정상,1,영업,,,,,,1752.13,617-806,부산광역시 사상구 괘법동 272-2,부산광역시 사상구 사상로224번길 10 (괘법동),46964,호텔 더반,2020-12-17 10:21,U,2020-12-19 2:40,숙박업 기타,380681.1436,186899.3821,숙박업 기타,8,1,1,7,0,0,1,41,,,,임대,,,N
1927,숙박업,03_11_03_P,3390000,3390000-201-1976-00682,1976-02-21,,1,영업/정상,1,영업,,,,,051 3287476,40.83,617-808,부산광역시 사상구 괘법동 517-25,부산광역시 사상구 낙동대로 1216 (괘법동),46960,호림장,2020-12-28 10:19,U,2020-12-30 2:40,여관업,380050.737,187270.1839,여관업,0,0,1,1,0,0,0,9,,,,,,,N
1928,숙박업,03_11_03_P,3390000,3390000-201-2000-00027,1984-09-01,,1,영업/정상,1,영업,,,,,051 3223825,360.99,617-808,부산광역시 사상구 괘법동 526-9번지,부산광역시 사상구 사상로211번길 22-14 (괘법동),46963,하나모텔,2018-03-29 15:38,I,2018-08-31 23:59,여관업,380537.7029,186807.9503,여관업,3,0,1,3,0,0,0,15,,,,,,,N
1929,숙박업,03_11_03_P,3390000,3390000-201-2002-00037,1990-03-06,,1,영업/정상,1,영업,,,,,051 3288206,444.13,617-806,부산광역시 사상구 괘법동 824-7,부산광역시 사상구 사상로 244-15 (괘법동),46964,엔젤장,2020-12-22 20:09,U,2020-12-24 2:40,여관업,380628.7074,187085.8285,여관업,4,0,1,4,0,0,0,19,,,,,,,N
1930,숙박업,03_11_03_P,3390000,3390000-201-2004-00005,2004-05-14,,1,영업/정상,1,영업,,,,,051 3157508,93.67,617-808,부산광역시 사상구 괘법동 522-14번지,부산광역시 사상구 광장로37번길 77 (괘법동),46962,영남여인숙,2018-07-05 11:23,I,2018-08-31 23:59,여인숙업,380391.5095,187042.6804,여인숙업,2,0,1,2,0,0,9,0,,,,,,,N
1931,숙박업,03_11_03_P,3390000,3390000-201-1999-00355,1986-02-10,,1,영업/정상,1,영업,,,,,051 3248781,316,617-807,부산광역시 사상구 괘법동 536-16,부산광역시 사상구 사상로212번길 22 (괘법동),46968,그린장,2021-09-14 16:38,U,2021-09-16 2:40,여관업,380783.5404,186810.6154,여관업,4,0,1,3,0,0,0,16,,,,,0,0,N
1932,숙박업,03_11_03_P,3390000,3390000-201-1976-00683,1976-11-03,,1,영업/정상,1,영업,,,,,051 3289735,66.56,617-807,부산광역시 사상구 괘법동 555-17,부산광역시 사상구 사상로 153-8 (괘법동),46974,동원장여관,2024-06-05 14:23,U,2024-06-08 2:40,여관업,380962.2596,186272.8457,여관업,0,0,0,0,0,0,0,15,,,,,,,N
1933,숙박업,03_11_03_P,3390000,3390000-201-2004-00006,2004-05-24,,1,영업/정상,1,영업,,,,,051 3277174,1722.54,617-800,부산광역시 사상구 감전동 141-12,부산광역시 사상구 대동로 297 (감전동),46987,J(제이) 모텔,2022-02-07 10:54,U,2022-02-09 2:40,숙박업 기타,380925.7427,185660.4803,숙박업 기타,9,0,1,7,0,0,0,42,,,,,,,N
1934,숙박업,03_11_03_P,3390000,3390000-201-1990-00005,1990-04-03,,1,영업/정상,1,영업,,,,,,95.87,617-806,부산광역시 사상구 괘법동 835-7,부산광역시 사상구 사상로250번길 1 (괘법동),46964,배수장,2020-12-10 17:23,U,2020-12-12 2:40,여관업,380547.2174,187134.9311,여관업,4,0,4,4,0,0,5,0,,,,,,,N
1935,숙박업,03_11_03_P,3390000,3390000-201-2002-00049,2002-05-04,,1,영업/정상,1,영업,,,,,051 3148334,1271.7,617-807,부산광역시 사상구 괘법동 547-6,부산광역시 사상구 광장로86번길 2 (괘법동),46975,호텔 앤레스트,2025-01-22 17:41,U,2025-01-24 2:40,숙박업 기타,380879.1448,186508.8745,숙박업 기타,7,0,1,6,0,0,0,35,,,,,0,0,N
1936,숙박업,03_11_03_P,3390000,3390000-201-2002-00068,1978-07-01,,1,영업/정상,1,영업,,,,,051 3129184,121.17,617-839,부산광역시 사상구 주례동 692-48,부산광역시 사상구 가야대로 229-13 (주례동),47001,송민장,2024-03-13 13:15,U,2024-03-16 2:40,여관업,381957.8932,185361.4516,여관업,3,0,2,3,0,0,0,12,,,,,0,0,N
1937,숙박업,03_11_03_P,3390000,3390000-201-1996-00419,1978-01-09,,1,영업/정상,1,영업,,,,,051 3128078,91.26,617-809,부산광역시 사상구 괘법동 557-7번지,부산광역시 사상구 사상로163번길 33 (괘법동),46973,평화장여관,2019-11-15 17:03,U,2019-11-17 2:40,여관업,380749.5697,186360.2719,여관업,3,0,0,0,0,0,0,14,,,,,,,N
1938,숙박업,03_11_03_P,3390000,3390000-201-2002-00071,1982-10-19,,1,영업/정상,1,영업,,,,,051 3228866,93.88,617-030,"부산광역시 사상구 엄궁동 573-3번지 ,15",부산광역시 사상구 대동로 10 (엄궁동),47035,평화황토,2018-05-09 14:44,I,2018-08-31 23:59,여관업,379768.5921,183207.7009,여관업,3,0,3,3,0,0,0,12,,,,,,,N
1939,숙박업,03_11_03_P,3390000,3390000-201-1997-00011,1997-12-24,,1,영업/정상,1,영업,,,,,051 3046360,235,617-825,부산광역시 사상구 삼락동 51-20 옥림모텔,"부산광역시 사상구 낙동대로1548번길 13, 옥림모텔 (삼락동)",46901,옥림장,2021-12-28 10:03,U,2021-12-30 2:40,여관업,380907.1673,190250.209,여관업,0,0,2,3,0,0,0,18,,,,,,,N
1940,숙박업,03_11_03_P,3390000,3390000-201-2004-00002,2004-04-22,,1,영업/정상,1,영업,,,,,051 3128581,2090.84,617-809,부산광역시 사상구 괘법동 559-6,부산광역시 사상구 광장로 60 (괘법동),46972,르네상스호텔,2024-07-03 9:55,U,2024-07-05 2:40,관광호텔,380607.4495,186532.9126,관광호텔,11,2,6,9,0,0,4,43,,,,,0,0,N
1941,숙박업,03_11_03_P,3390000,3390000-201-1984-00846,1984-04-02,,1,영업/정상,1,영업,,,,,051 3027178,86.66,617-827,부산광역시 사상구 삼락동 416-8번지,부산광역시 사상구 낙동대로 1234 (삼락동),46912,발리장여관,2017-12-26 10:23,I,2018-08-31 23:59,여관업,380149.6492,187493.5712,여관업,0,0,2,3,0,0,11,0,,,,,,,N
1942,숙박업,03_11_03_P,3390000,3390000-201-1993-00002,1993-07-13,,1,영업/정상,1,영업,,,,,051 3282001,5868.27,617-809,부산광역시 사상구 괘법동 564-25,부산광역시 사상구 광장로 46 (괘법동),46972,(주)한도호텔파라곤,2025-09-10 11:03,U,2025-09-12 2:40,관광호텔,380460.3133,186548.0869,관광호텔,14,0,5,13,0,0,8,124,,,,,0,0,N
1943,숙박업,03_11_03_P,3390000,3390000-201-1983-00383,1983-12-05,,1,영업/정상,1,영업,,,,,051 3237133,66.8,617-809,부산광역시 사상구 괘법동 584-19 수복장여관,"부산광역시 사상구 새벽로194번길 33, 수복장여관 (괘법동)",46974,아라 하우스,2023-07-18 11:43,U,2023-07-20 2:40,여관업,380857.405,186131.6127,여관업,3,0,2,3,0,0,0,10,,,,,,,N
1944,숙박업,03_11_03_P,3390000,3390000-201-2001-00051,1980-11-22,,1,영업/정상,1,영업,,,,,051 3239595,100.05,617-807,부산광역시 사상구 괘법동 545-12번지,부산광역시 사상구 광장로87번길 13 (괘법동),46968,동산여인숙,2018-07-05 11:26,I,2018-08-31 23:59,여인숙업,380840.3584,186681.0441,여인숙업,2,0,0,0,0,0,0,14,,,,,,,N
1945,숙박업,03_11_03_P,3390000,3390000-201-2000-00041,1987-06-12,,1,영업/정상,1,영업,,,,,051 3239898,154.92,617-806,부산광역시 사상구 괘법동 273-11번지,부산광역시 사상구 광장로81번길 48 (괘법동),46964,수명장여관,2018-07-05 11:24,I,2018-08-31 23:59,여관업,380732.5192,186846.4075,여관업,0,0,0,0,0,0,0,15,,,,,,,N
1946,숙박업,03_11_03_P,3390000,3390000-201-1973-00690,1973-05-18,,1,영업/정상,1,영업,,,,,051 3230452,53.95,617-804,부산광역시 사상구 감전동 170-5번지,부산광역시 사상구 낙동대로1002번길 8 (감전동),47027,일호여인숙,2018-05-09 14:43,I,2018-08-31 23:59,여인숙업,379662.1262,185134.0047,여인숙업,0,0,0,0,0,0,0,14,,,,,,,N
1947,숙박업,03_11_03_P,3390000,3390000-201-1973-00692,1973-05-31,,1,영업/정상,1,영업,,,,,051325 4524,38.3,617-800,부산광역시 사상구 감전동 115-35 대성여인숙,"부산광역시 사상구 사상로 127-5, 1층 (감전동)",46982,대성여인숙,2022-11-21 15:47,U,2022-11-23 2:40,여인숙업,381136.0765,186075.5145,여인숙업,1,0,0,0,0,0,0,10,,,,,0,0,N
1948,숙박업,03_11_03_P,3390000,3390000-201-1976-00684,1976-01-14,,1,영업/정상,1,영업,,,,,051 3226886,28.67,617-800,부산광역시 사상구 감전동 115-2번지,부산광역시 사상구 사상로137번길 11 (감전동),46982,삼호여인숙,2018-05-09 14:45,I,2018-08-31 23:59,여인숙업,381097.8376,186112.9158,여인숙업,1,0,0,0,0,0,0,7,,,,,,,N
1949,숙박업,03_11_03_P,3390000,3390000-201-1999-00352,1984-11-10,,1,영업/정상,1,영업,,,,,051 3244592,147.15,617-807,부산광역시 사상구 괘법동 545-15,부산광역시 사상구 광장로87번길 9-1 (괘법동),46968,연암장,2025-02-06 14:23,U,2025-02-08 2:40,여관업,380844.2652,186666.0725,여관업,0,0,1,3,0,0,0,17,,,,,,,N
1950,숙박업,03_11_03_P,3390000,3390000-201-2002-00018,1976-10-14,,1,영업/정상,1,영업,,,,,051 3056687,47.22,617-816,부산광역시 사상구 덕포동 421-1,부산광역시 사상구 삼덕로46번길 45-6 (덕포동),46950,회동여인숙,2022-09-20 13:48,U,2022-09-22 2:40,여인숙업,380456.9142,187651.7382,여인숙업,0,0,0,0,0,0,0,11,,,,,,,N
1951,숙박업,03_11_03_P,3390000,3390000-201-1986-00774,1986-06-04,,1,영업/정상,1,영업,,,,,051 3010225,63.43,617-816,부산광역시 사상구 덕포동 429-1번지,부산광역시 사상구 삼덕로46번길 117 (덕포동),46955,복천여관,2019-12-06 16:37,U,2019-12-08 2:40,여관업,380380.1259,187318.0185,여관업,2,0,2,2,0,0,0,10,,,,,,,N
1952,숙박업,03_11_03_P,3390000,3390000-201-1975-00002,1975-06-21,,1,영업/정상,1,영업,,,,,051 3035609,48.86,617-816,부산광역시 사상구 덕포동 422-2 천냥프라자,"부산광역시 사상구 사상로293번길 5 (덕포동, 천냥프라자)",46950,제일여인숙,2024-01-03 10:58,U,2024-01-05 2:40,여인숙업,380545.3469,187558.3457,여인숙업,2,0,2,2,0,0,0,9,,,,,0,0,N
1953,숙박업,03_11_03_P,3390000,3390000-201-1981-00608,1981-12-03,,1,영업/정상,1,영업,,,,,051 3058134,72.71,617-816,부산광역시 사상구 덕포동 422-28,부산광역시 사상구 사상로293번길 3 (덕포동),46950,금호여관,2022-09-27 15:55,U,2022-09-29 2:40,여관업,380542.6132,187543.5826,여관업,3,0,2,3,0,0,0,10,,,,,,,N
1954,숙박업,03_11_03_P,3390000,3390000-201-1977-00002,1977-06-29,,1,영업/정상,1,영업,,,,,051 3032743,59.54,617-823,부산광역시 사상구 모라동 704-2번지,부산광역시 사상구 사상로456번길 24 (모라동),46925,옥샘장,2018-07-05 11:31,I,2018-08-31 23:59,여관업,381016.8513,189109.1207,여관업,2,0,0,0,0,0,0,11,,,,,,,N
1955,숙박업,03_11_03_P,3390000,3390000-201-2001-00032,1989-09-21,,1,영업/정상,1,영업,,,,,051 3231954,200.18,617-808,부산광역시 사상구 괘법동 526-16,부산광역시 사상구 사상로211번길 28-3 (괘법동),46963,제일장,2022-09-21 17:39,U,2022-09-23 2:40,여관업,380517.8699,186796.1568,여관업,4,0,1,3,0,0,0,14,,,,,,,N
1956,숙박업,03_11_03_P,3390000,3390000-201-2002-00076,2002-08-26,,1,영업/정상,1,영업,,,,,051 3142294,1756.6,617-808,부산광역시 사상구 괘법동 527-35,부산광역시 사상구 사상로211번길 60 (괘법동),46970,세느,2024-08-14 18:49,U,2024-08-17 2:40,숙박업 기타,380365.0988,186805.0254,숙박업 기타,7,0,1,6,0,0,0,35,,,,,0,0,N
1957,숙박업,03_11_03_P,3390000,3390000-201-2002-00065,1987-09-14,,1,영업/정상,1,영업,,,,,051 3142878,112.32,617-800,부산광역시 사상구 감전동 107-17번지,부산광역시 사상구 사상로137번길 14 (감전동),46982,월드컵,2018-05-09 14:51,I,2018-08-31 23:59,여관업,381072.0292,186103.1508,여관업,4,0,1,3,0,0,0,15,,,,,,,N
1958,숙박업,03_11_03_P,3390000,3390000-201-2002-00070,2002-04-24,,1,영업/정상,1,영업,,,,,051 3175232,1083.5,617-841,부산광역시 사상구 학장동 54 엔젤모텔,"부산광역시 사상구 학감대로39번길 55, 엔젤모텔 (학장동)",47055,엔젤모텔,2023-12-18 16:23,U,2023-12-20 2:40,숙박업 기타,381859.5135,183571.4489,숙박업 기타,6,0,1,6,0,0,0,31,,,,,0,0,N
1959,숙박업,03_11_03_P,3390000,3390000-201-1988-00790,1980-02-25,,1,영업/정상,1,영업,,,,,051 3144698,62.3,617-831,부산광역시 사상구 엄궁동 573-9번지,부산광역시 사상구 대동로8번길 20 (엄궁동),47035,대구여관,2018-07-05 16:14,I,2018-08-31 23:59,여관업,379826.3767,183153.8725,여관업,2,0,1,2,0,0,0,11,,,,,,,N
1960,숙박업,03_11_03_P,3390000,3390000-201-1980-00846,1980-10-15,,1,영업/정상,1,영업,,,,,051 323 1206,101.4,617-846,부산광역시 사상구 학장동 579-5,부산광역시 사상구 대동로 115 (학장동),47050,부광,2025-11-05 13:49,U,2025-11-08 2:40,여관업,380379.9916,184050.239,여관업,2,0,2,2,0,0,0,12,,,,,0,0,N
1961,숙박업,03_11_03_P,3390000,3390000-201-2002-00047,2002-09-13,,1,영업/정상,1,영업,,,,,051 324 2345,1407.8,617-808,부산광역시 사상구 괘법동 526-13,부산광역시 사상구 사상로211번길 46 (괘법동),46963,에이든(aiden)호텔,2025-06-19 11:13,U,2025-06-21 2:40,숙박업 기타,380437.2413,186790.2415,숙박업 기타,8,0,1,6,0,0,0,37,,,,,,,N
1962,숙박업,03_11_03_P,3390000,3390000-201-1988-00784,1988-10-24,,1,영업/정상,1,영업,,,,,051 3235134,401.1,617-807,부산광역시 사상구 괘법동 545-14번지,부산광역시 사상구 광장로87번길 9 (괘법동),46968,호수장,2019-09-02 15:14,U,2019-09-04 2:40,여관업,380854.7819,186673.273,여관업,4,0,0,0,0,0,0,19,,,,,,,N
1963,숙박업,03_11_03_P,3390000,3390000-201-1997-00005,1986-02-10,,1,영업/정상,1,영업,,,,,051 3245472,386.4,617-807,부산광역시 사상구 괘법동 536-16,부산광역시 사상구 사상로212번길 22 (괘법동),46968,영남장,2024-12-03 14:48,U,2024-12-05 2:40,여관업,380783.5404,186810.6154,여관업,4,0,1,3,0,0,0,20,,,,,0,0,N
1964,숙박업,03_11_03_P,3390000,3390000-201-2017-00001,2017-03-08,,1,영업/정상,1,영업,,,,,,2383.62,617-808,부산광역시 사상구 괘법동 526-25,부산광역시 사상구 사상로211번길 22-4 (괘법동),46963,버튼호텔 사상점,2024-12-09 17:17,U,2024-12-11 2:40,일반호텔,380571.4339,186788.8491,일반호텔,9,0,1,9,0,0,0,47,,,,,0,0,N
1965,숙박업,03_11_03_P,3390000,3390000-201-1979-00353,1977-01-14,,1,영업/정상,1,영업,,,,,051 3157273,61.28,617-816,부산광역시 사상구 덕포동 422-4번지 2층,"부산광역시 사상구 사상로285번길 28, 2층 (덕포동)",46950,덕성여인숙,2020-06-22 14:35,U,2020-06-24 2:40,여인숙업,380433.1215,187546.0548,여인숙업,3,1,2,0,0,0,0,9,,,,,,,N
1966,숙박업,03_11_03_P,3390000,3390000-201-2004-00008,2004-06-30,,1,영업/정상,1,영업,,,,,051 323 8252,1908.77,617-801,부산광역시 사상구 감전동 155-21번지,부산광역시 사상구 대동로 278 (감전동),46986,덴바스타호텔(감전점),2019-12-30 11:46,U,2020-01-01 2:40,숙박업 기타,380962.137,185461.4947,숙박업 기타,8,0,1,7,0,0,0,43,,,,,,,N
1967,숙박업,03_11_03_P,3390000,3390000-201-2002-00062,1985-12-23,,1,영업/정상,1,영업,,,,,051 3244646,135,617-800,부산광역시 사상구 감전동 106-3,부산광역시 사상구 사상로137번길 22 (감전동),46982,스위트빌,2025-04-16 9:39,U,2025-04-18 2:40,여관업,381058.2613,186058.7388,여관업,3,0,1,3,0,0,0,15,,,,,,,N
1968,숙박업,03_11_03_P,3390000,3390000-201-1985-00848,1985-02-27,,1,영업/정상,1,영업,,,,,051 3126224,80.1,617-800,부산광역시 사상구 감전동 121-13 14,"부산광역시 사상구 괘감로 96-1 (감전동,,14)",,옥림장,2024-09-26 15:27,U,2024-09-28 2:40,여관업,380792.9176,186030.2807,여관업,3,0,1,3,0,0,0,10,,,,,,,N
1969,숙박업,03_11_03_P,3390000,3390000-201-2002-00061,1985-11-02,,1,영업/정상,1,영업,,,,,051 891 2565,152.88,617-802,부산광역시 사상구 감전동 122-7,부산광역시 사상구 새벽로167번길 28 (감전동),46980,엘씨,2022-12-16 17:25,U,2022-12-18 2:40,숙박업 기타,380514.0139,185939.4627,숙박업 기타,5,0,2,4,0,0,0,21,,,,,0,0,N
1970,숙박업,03_11_03_P,3390000,3390000-201-1995-00005,1974-07-08,,1,영업/정상,1,영업,,,,,051326 6220,35.28,617-808,부산광역시 사상구 괘법동 525-37,부산광역시 사상구 사상로223번길 34 (괘법동),46963,스토리아지트,2023-08-23 10:18,U,2023-08-25 2:40,여인숙업,380440.664,186879.852,여인숙업,2,0,0,0,0,0,0,9,,,,,0,0,N
1971,숙박업,03_11_03_P,3390000,3390000-201-1999-00351,1993-05-26,,1,영업/정상,1,영업,,,,,051 3221311,273,617-808,부산광역시 사상구 괘법동 526-4번지,부산광역시 사상구 사상로233번길 7 (괘법동),46963,그린하우스,2018-07-05 11:29,I,2018-08-31 23:59,여관업,380561.4534,186844.2619,여관업,0,0,0,0,0,0,0,14,,,,,,,N
1972,숙박업,03_11_03_P,3390000,3390000-201-2004-00004,2004-05-12,,1,영업/정상,1,영업,,,,,051 3177180,1730.39,617-800,부산광역시 사상구 감전동 141-14,부산광역시 사상구 대동로 295 (감전동),46987,더스톤브릿지 호텔(THE STONE BRIDGE HOTEL),2022-09-07 15:58,U,2022-09-09 2:40,숙박업 기타,380922.6726,185644.112,숙박업 기타,9,0,1,7,0,0,0,42,,,,,,,N
1973,숙박업,03_11_03_P,3390000,3390000-201-2001-00036,2001-07-01,,1,영업/정상,1,영업,,,,,051 3260888,1610.1,617-807,부산광역시 사상구 괘법동 544-11,부산광역시 사상구 광장로93번길 13 (괘법동),46967,아이모텔,2023-11-06 16:16,U,2023-11-08 2:40,숙박업 기타,380902.1035,186698.6483,숙박업 기타,7,0,1,6,0,0,0,35,,,,,0,0,N
1974,숙박업,03_11_03_P,3390000,3390000-201-2003-00023,2003-09-04,,1,영업/정상,1,영업,,,,,051 3025999,1392.87,617-823,부산광역시 사상구 모라동 725-9,부산광역시 사상구 사상로417번길 32 (모라동),46924,사상모텔이레,2025-10-28 14:23,U,2025-10-30 2:40,숙박업 기타,380665.9418,188826.4178,숙박업 기타,8,0,1,7,0,0,4,38,,,,자가,,,N
1975,숙박업,03_11_03_P,3390000,3390000-201-2002-00027,1982-06-02,,1,영업/정상,1,영업,,,,,051 3138824,60.42,617-809,부산광역시 사상구 괘법동 581-19,부산광역시 사상구 사상로181번길 68 (괘법동),46973,부민,2022-12-05 17:55,U,2022-12-07 2:40,여관업,380799.2559,186158.8423,여관업,3,0,2,3,0,0,0,10,,,,,0,0,N
1976,숙박업,03_11_03_P,3390000,3390000-201-2016-00003,2016-07-07,,1,영업/정상,1,영업,,,,,051 715 2340,2950.1,617-806,부산광역시 사상구 괘법동 272-26,"부산광역시 사상구 광장로81번길 55, 1~8층 (괘법동)",46964,소르젠떼비지니스호텔,2025-01-14 15:53,U,2025-01-16 2:40,관광호텔,380690.1951,186879.1603,관광호텔,7,1,1,6,0,0,0,46,,,,,0,0,N
1977,숙박업,03_11_03_P,3390000,3390000-201-2005-00002,2005-05-02,,1,영업/정상,1,영업,,,,,051 3046850,1580.34,617-826,부산광역시 사상구 삼락동 392-1,부산광역시 사상구 낙동대로 1336 (삼락동),46911,미스터브릭,2022-05-02 13:42,U,2022-05-04 2:40,숙박업 기타,379966.5129,188474.3923,숙박업 기타,8,1,1,7,0,0,2,34,,,,자가,,,N
1978,숙박업,03_11_03_P,3390000,3390000-201-2001-00037,2001-08-30,,1,영업/정상,1,영업,,,,,051 3113531,1226.3,617-809,부산광역시 사상구 괘법동 559-19,부산광역시 사상구 새벽로223번길 10 (괘법동),46972,하이호텔,2023-06-15 15:44,U,2023-06-17 2:40,숙박업 기타,380668.6949,186488.7994,숙박업 기타,7,0,1,6,0,0,2,32,,,,,,,N
1979,숙박업,03_11_03_P,3390000,3390000-201-1999-00359,1999-08-04,,1,영업/정상,1,영업,,,,,051 3254352,614.5,617-807,부산광역시 사상구 괘법동 536-3,부산광역시 사상구 사상로212번길 24 (괘법동),46968,삼신장,2024-10-02 11:58,U,2024-10-04 2:40,여관업,380793.9467,186815.1322,여관업,5,0,2,4,0,0,0,30,,,,,0,0,N
